name,upperLength,clothesStyles,hairStyles,lowerLength,lowerStyles,shoesStyles,towards,upperBlack,upperBrown,upperBlue,upperGreen,upperGray,upperOrange,upperPink,upperPurple,upperRed,upperWhite,upperYellow,lowerBlack,lowerBrown,lowerBlue,lowerGreen,lowerGray,lowerOrange,lowerPink,lowerPurple,lowerRed,lowerWhite,lowerYellow
img_qh_test2A_00392006895.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,,,,1,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00393003040.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,1,,,,,1,,,,,,,,,,
img_qh_test2A_00394006722.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00395006531.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,1,,,,,,,1,,,,,,,,
img_qh_test2A_00396005878.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00397006340.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,1,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00398008031.jpg,LongSleeve,Solidcolor,Long,Skirt,Solidcolor,Sneaker,back,,,,,,,,,,1,,,,,,,,,,,1,
img_qh_test2A_00399004742.jpg,LongSleeve,multicolour,middle,Skirt,Solidcolor,Sneaker,back,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00400001292.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00401003156.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00402003033.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00403000989.jpg,ShortSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00404007139.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00405000781.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,,,,,,,,,,1,
img_qh_test2A_00406006000.jpg,ShortSleeve,Solidcolor,middle,Trousers,lattice,Sneaker,front,,,,,,,,,,1,,,,,,,,,,,,
img_qh_test2A_00407004479.jpg,ShortSleeve,multicolour,Short,Skirt,Solidcolor,Sandals,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00408005626.jpg,LongSleeve,multicolour,Long,Skirt,Solidcolor,Sandals,right,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00409003038.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,right,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00410007292.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00411008682.jpg,ShortSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00412006088.jpg,LongSleeve,Solidcolor,middle,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00413005218.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00414008931.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00415005163.jpg,ShortSleeve,Solidcolor,Long,Skirt,multicolour,LeatherShoes,left,,,,,,,,,1,,,,,,,,,,,,,
img_qh_test2A_00416008742.jpg,LongSleeve,Solidcolor,Short,Skirt,multicolour,Sneaker,left,1,,,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00417000414.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00418009870.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00419008293.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,,,,,,,,,,1,
img_qh_test2A_00420006447.jpg,ShortSleeve,multicolour,Long,Skirt,Solidcolor,Sandals,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00421006445.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,1,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00422008468.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00423008590.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,left,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00424002603.jpg,ShortSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,1,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00425002417.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00426002944.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00427004510.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00428003372.jpg,ShortSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00429005904.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00430001456.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,LeatherShoes,back,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00431003792.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,LeatherShoes,right,,,,,,,,,,1,,1,,,,,,,,,1,
img_qh_test2A_00432005844.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00433005100.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,LeatherShoes,left,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00434001325.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,1,,,,,,,,,,,,,,,,,
img_qh_test2A_00435007856.jpg,LongSleeve,multicolour,Short,Trousers,multicolour,Sneaker,back,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00436007216.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sandals,front,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00437002041.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00438007423.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sandals,front,,,,,,,,,,,,,,,,,,,,,1,
img_qh_test2A_00439001241.jpg,LongSleeve,Solidcolor,middle,Trousers,Solidcolor,LeatherShoes,back,,,,,,,,,1,,,,,,,,,,,1,,
img_qh_test2A_00440006790.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,1,,,,,,,,,1,,,,,,,,
img_qh_test2A_00441003392.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,back,,,,,1,,,,,,,1,,,,,,,,,,
img_qh_test2A_00442005434.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00443005481.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00444002715.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,1,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00445000692.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,,,,,,,,,,1,
img_qh_test2A_00446009267.jpg,ShortSleeve,Solidcolor,Long,Skirt,Solidcolor,Sandals,front,,,,,,,,,,1,,,,,,,,,,,1,
img_qh_test2A_00447006500.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,LeatherShoes,right,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00448006652.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00449004981.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,1,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00450007051.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00451007055.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,1,,,,,,,1,,,,,,,,
img_qh_test2A_00452001185.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00453003276.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,LeatherShoes,right,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00454001871.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00455002678.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,1,,,,,,,1,,,,,,,,,,
img_qh_test2A_00456009487.jpg,ShortSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00457000238.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00458005108.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00459004220.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,LeatherShoes,left,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00460001283.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00461002170.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,,1,,,,,,,,,,1,
img_qh_test2A_00462006791.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00463000991.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00464000623.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00465007218.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00466003828.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00467004232.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00468004085.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,,,,,1,,,,,,,1,,,,,,,,,,
img_qh_test2A_00469000110.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00470002912.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,1,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00471006635.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00472003522.jpg,LongSleeve,multicolour,middle,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00473000776.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00474001008.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00475005928.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00476007824.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00477007718.jpg,LongSleeve,lattice,Short,Skirt,Solidcolor,Sneaker,right,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00478001732.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,,,1,,,1,,,,,,,,
img_qh_test2A_00479002591.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00480002034.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00481007730.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sandals,front,,,,,,,,,,1,,,,,,,,,,,,
img_qh_test2A_00482000917.jpg,LongSleeve,Solidcolor,middle,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00483009763.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,1,,,,,,,,,,,1,,,,,,
img_qh_test2A_00484005737.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00485003359.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00486006233.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,1,,,,,,,,,,,,1,
img_qh_test2A_00487004936.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,right,,,,,1,,,,,,,,,,,,,,,,1,
img_qh_test2A_00488009663.jpg,ShortSleeve,Solidcolor,Short,Skirt,Solidcolor,Sandals,front,,,,,,,,,,,,,1,,,,,,,,,
img_qh_test2A_00489006527.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00490001447.jpg,ShortSleeve,multicolour,Long,Skirt,multicolour,Sneaker,left,,,,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00491000578.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,LeatherShoes,back,,,,,1,,,,,,,1,,,,,,,,,,
img_qh_test2A_00492002141.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00493005340.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,1,,,,,,,,,,,,
img_qh_test2A_00494002244.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,1,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00495009610.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00496004478.jpg,ShortSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00497005681.jpg,LongSleeve,Solidcolor,Short,Skirt,Solidcolor,Sneaker,right,,,,,1,,,,,,,,,,,1,,,,,,
img_qh_test2A_00498004763.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00499001632.jpg,ShortSleeve,Solidcolor,middle,Trousers,Solidcolor,Sneaker,back,,,,,1,,,,,,,,,,,,,,,,1,
img_qh_test2A_00500009617.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,,,,,,,,,
img_qh_test2A_00501000919.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00502002633.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00503003449.jpg,ShortSleeve,multicolour,Long,Skirt,Solidcolor,Sneaker,front,,,,1,,,,,,,,,,,,,,,,,,1
img_qh_test2A_00504009227.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sandals,right,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00505006129.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,LeatherShoes,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00506009432.jpg,ShortSleeve,Solidcolor,Long,Skirt,Solidcolor,Sneaker,back,,,,,,,1,,,,,,,,,,,1,,,,
img_qh_test2A_00507000941.jpg,ShortSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00508007888.jpg,LongSleeve,multicolour,Short,Skirt,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00509001860.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00510004739.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,1,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00511008439.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00512000881.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00513004476.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00514009778.jpg,ShortSleeve,multicolour,Long,Trousers,Solidcolor,Sandals,front,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00515005763.jpg,ShortSleeve,multicolour,middle,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00516006767.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,1,,,,1,,,,,,,,,,
img_qh_test2A_00517009054.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00518001575.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,LeatherShoes,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00519001316.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,right,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00520001162.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00521009953.jpg,LongSleeve,Solidcolor,middle,Trousers,Solidcolor,Sandals,front,,,,,,,1,,,,,1,,,,,,,,,,
img_qh_test2A_00522009811.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,1,,,,,1,,,,,,
img_qh_test2A_00523006135.jpg,ShortSleeve,Solidcolor,Short,Shorts,lattice,Sneaker,left,1,,,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00524001040.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00525009461.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sandals,left,,,,,,,,,,1,,,,,,,,,,,,
img_qh_test2A_00526002773.jpg,LongSleeve,multicolour,middle,Trousers,Solidcolor,LeatherShoes,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00527007457.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00528009708.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,1,,,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00529003735.jpg,ShortSleeve,Solidcolor,Long,Skirt,Solidcolor,Sandals,left,,,,,,,,,,1,,,,,,,,,,,1,
img_qh_test2A_00530005163.jpg,LongSleeve,Solidcolor,Long,Skirt,lattice,Sandals,front,,,,,,,,,,,,,,,,,,,,,,
img_qh_test2A_00531001249.jpg,LongSleeve,multicolour,middle,Trousers,Solidcolor,Sneaker,left,,1,,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00532009469.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00533007170.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00534000272.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00535002772.jpg,ShortSleeve,Solidcolor,middle,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00536003905.jpg,LongSleeve,Solidcolor,Long,Skirt,Solidcolor,LeatherShoes,front,,,,,,,,,,,1,,,,,,,,,,,1
img_qh_test2A_00537001731.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,LeatherShoes,left,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00538000580.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,1,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00539009204.jpg,LongSleeve,lattice,Short,Skirt,Solidcolor,Sneaker,back,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00540007429.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00541008507.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00542005477.jpg,ShortSleeve,Solidcolor,Long,Skirt,Solidcolor,Sandals,front,,,,,,,,,,1,,,,,,,,,,,1,
img_qh_test2A_00543008276.jpg,ShortSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,,,,,1,,,,,,,,,1,,,,,,,,
img_qh_test2A_00544000584.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00545006844.jpg,ShortSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,1,,,,,,,,,,,,,,,,,
img_qh_test2A_00546004650.jpg,ShortSleeve,Solidcolor,Long,Skirt,Solidcolor,Sandals,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00547004299.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,,,,,1,,,,,,
img_qh_test2A_00548003816.jpg,ShortSleeve,Solidcolor,Short,Skirt,Solidcolor,Sneaker,front,,,,,,,,,1,,,,,,,,,,,1,,
img_qh_test2A_00549008847.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00550009907.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,LeatherShoes,back,,,,,,,,,,1,,,,,,,,,,,1,
img_qh_test2A_00551008475.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,left,,,,,1,,,,,,,,,1,,,,,,,,
img_qh_test2A_00552001694.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,1,,,,,,1,,,,,,
img_qh_test2A_00553002373.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,1,,,,,,,,,,
img_qh_test2A_00554003073.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00555001494.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,1,,,,,,,,,1,,,,,,,,
img_qh_test2A_00556009826.jpg,ShortSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,right,,,,,1,,,,,,,,,1,,,,,,,,
img_qh_test2A_00557004327.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,left,,,,,1,,,,,,,1,,,,,,,,,,
img_qh_test2A_00558008010.jpg,LongSleeve,Solidcolor,middle,Trousers,Solidcolor,Sneaker,back,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00559005340.jpg,LongSleeve,multicolour,Long,Trousers,Solidcolor,Sneaker,back,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00560009818.jpg,ShortSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,right,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00561005627.jpg,LongSleeve,multicolour,Short,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00562001094.jpg,ShortSleeve,Solidcolor,middle,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,,,1,,,,,,,,
img_qh_test2A_00563006576.jpg,LongSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,back,1,,,,,,,,,,,1,,,,,,,,,,
img_qh_test2A_00564006674.jpg,ShortSleeve,Solidcolor,Short,Trousers,Solidcolor,Sneaker,front,,,,,,,,,,1,,,,,,1,,,,,,
img_qh_test2A_00565009759.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,1,,,,1,,,,,,,,
img_qh_test2A_00566007486.jpg,LongSleeve,Solidcolor,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,1,,,,,1,,,,,,,,
img_qh_test2A_00567009481.jpg,ShortSleeve,lattice,Long,Trousers,Solidcolor,Sneaker,left,,,,,,,,,,,,1,,,,,,,,,,
