name,upperLength,clothesStyles,hairStyles,upperBlack,upperBrown,upperBlue,upperGreen,upperGray,upperOrange,upperPink,upperPurple,upperRed,upperWhite,upperYellow
img_qh_test1A_00295001278.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00296003776.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00297008461.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_test1A_00298001054.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00299000046.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,,
img_qh_test1A_00300001700.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,1,,
img_qh_test1A_00301000309.jpg,LongSleeve,lattice,Short,1,,1,,,,,,,1,
img_qh_test1A_00302001434.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00303000546.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,
img_qh_test1A_00304004786.jpg,LongSleeve,multicolour,Short,,,,1,,,,,,,
img_qh_test1A_00305006422.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00306002689.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_test1A_00307006328.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00308000754.jpg,LongSleeve,multicolour,Long,,,,,1,,,,,1,
img_qh_test1A_00309001541.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00310005828.jpg,ShortSleeve,Solidcolor,Short,,,,,,,1,,,1,
img_qh_test1A_00311003853.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00312006132.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00313003171.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00314009737.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_test1A_00315008127.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00316005954.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,,
img_qh_test1A_00317004326.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00318002898.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00319006773.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00320000601.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00321004990.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00322003388.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00323006251.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00324005110.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00325002865.jpg,ShortSleeve,Solidcolor,Short,,,,1,,,,,,,
img_qh_test1A_00326003559.jpg,LongSleeve,multicolour,Long,,,,,,,1,,,,
img_qh_test1A_00327005346.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00328005392.jpg,ShortSleeve,Solidcolor,middle,,,,1,,,,,,,
img_qh_test1A_00329006601.jpg,ShortSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00330007662.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00331000062.jpg,ShortSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00332005234.jpg,LongSleeve,multicolour,middle,1,,,,,,,,,1,
img_qh_test1A_00333001955.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00334009879.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00335008866.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00336007293.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00337008325.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00338000751.jpg,LongSleeve,multicolour,Long,,,,,1,,,,,1,
img_qh_test1A_00339006891.jpg,LongSleeve,multicolour,Short,1,,,,,,,1,,,
img_qh_test1A_00340004741.jpg,LongSleeve,multicolour,Short,,,,,,,,,,1,
img_qh_test1A_00341009379.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00342002620.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00343003983.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00344001685.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00345002585.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,1,
img_qh_test1A_00346009369.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00347003480.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00348007638.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00349003656.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00350005187.jpg,ShortSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00351006881.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_test1A_00352005561.jpg,ShortSleeve,multicolour,Long,,,,,,,,,,1,
img_qh_test1A_00353006296.jpg,LongSleeve,Solidcolor,Short,,1,,,,,,,,,
img_qh_test1A_00354007900.jpg,LongSleeve,multicolour,Short,,,,,,,,,,1,
img_qh_test1A_00355001558.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00356008159.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00357009681.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00358006948.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_test1A_00359000628.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00360008499.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00361000347.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,1,
img_qh_test1A_00362002599.jpg,LongSleeve,Solidcolor,Short,,,,,,1,,,,,
img_qh_test1A_00363003626.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00364009596.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00365009901.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_test1A_00366005121.jpg,LongSleeve,multicolour,Short,,1,,,,,,,,,
img_qh_test1A_00367005452.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00368007363.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00369002062.jpg,ShortSleeve,multicolour,Long,,,,,,,,,,1,
img_qh_test1A_00370008267.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00371008407.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00372009838.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00373003877.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00374009461.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00375002624.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_test1A_00376009134.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00377007290.jpg,LongSleeve,multicolour,Short,1,,,,1,,,,,,
img_qh_test1A_00378005562.jpg,LongSleeve,multicolour,Short,,,,,,,,1,,,
img_qh_test1A_00379007424.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00380000865.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,,
img_qh_test1A_00381007636.jpg,LongSleeve,lattice,Short,1,,,,,,,,,1,
img_qh_test1A_00382006322.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00383008380.jpg,LongSleeve,lattice,Short,1,,,,1,,,,,1,
img_qh_test1A_00384006944.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00385001726.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00386007389.jpg,ShortSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00387008504.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00388009038.jpg,ShortSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00389000816.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00390003992.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00391004588.jpg,LongSleeve,Solidcolor,middle,,,,,1,,,,,,
img_qh_test1A_00392001005.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00393007233.jpg,ShortSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00394005103.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00395002953.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,1,
img_qh_test1A_00396003459.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00397009519.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,,
img_qh_test1A_00398007080.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00399003607.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00400006233.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_test1A_00401009255.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00402009392.jpg,LongSleeve,multicolour,Short,1,,,,1,,,,,1,
img_qh_test1A_00403002309.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00404005011.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00405002595.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00406003143.jpg,LongSleeve,lattice,Short,1,,,,,,,,,1,
img_qh_test1A_00407000247.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00408007069.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00409000770.jpg,LongSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_test1A_00410001710.jpg,LongSleeve,multicolour,Short,1,,,,,,,,1,1,
img_qh_test1A_00411001214.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00412002855.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00413005333.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00414002760.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_test1A_00415008887.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00416003853.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00417006376.jpg,LongSleeve,multicolour,Short,,,,,,,,,,1,
img_qh_test1A_00418006840.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00419009383.jpg,LongSleeve,multicolour,Short,1,,,,,,,,1,1,
img_qh_test1A_00420004782.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_test1A_00421003860.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00422002894.jpg,LongSleeve,lattice,Short,1,,,,1,,,,,1,
img_qh_test1A_00423007881.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00424004961.jpg,ShortSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00425006511.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00426000531.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00427009924.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00428007432.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,1,,,
img_qh_test1A_00429006270.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,,
img_qh_test1A_00430007857.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00431000396.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00432004844.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00433002734.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00434009858.jpg,ShortSleeve,Solidcolor,Long,,,,,,1,,,,,
img_qh_test1A_00435002245.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00436006902.jpg,LongSleeve,multicolour,Short,,,,,,,,,,1,
img_qh_test1A_00437009184.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_test1A_00438000362.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00439005175.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00440009083.jpg,LongSleeve,lattice,Long,1,,,,,,,,,1,
img_qh_test1A_00441000624.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00442007883.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00443002441.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00444008190.jpg,LongSleeve,multicolour,Long,,,,,1,,,,,1,
img_qh_test1A_00445002618.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00446000946.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00447006420.jpg,LongSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_test1A_00448003137.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,1,
img_qh_test1A_00449003830.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00450001054.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,,1
img_qh_test1A_00451000187.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00452002263.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00453000435.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_test1A_00454002992.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00455003019.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,,
img_qh_test1A_00456004014.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00457002062.jpg,LongSleeve,multicolour,Long,,,,,1,,,,,,1
img_qh_test1A_00458009114.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00459002720.jpg,LongSleeve,multicolour,Short,1,,,,1,,,,,,
img_qh_test1A_00460006174.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00461009793.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_test1A_00462008632.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,1,
img_qh_test1A_00463005787.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00464003767.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00465003582.jpg,ShortSleeve,Solidcolor,Short,,,,,,,1,,,,
img_qh_test1A_00466004402.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00467004927.jpg,ShortSleeve,Solidcolor,Long,,,1,,1,,,,,,
img_qh_test1A_00468003205.jpg,ShortSleeve,multicolour,Long,,,,,1,,,,,1,
img_qh_test1A_00469007791.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00470007839.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00471004638.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00472004009.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_test1A_00473001345.jpg,LongSleeve,lattice,Long,1,,,,1,,,,,1,
img_qh_test1A_00474007467.jpg,LongSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_test1A_00475002301.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00476004141.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00477002155.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_test1A_00478004599.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00479000722.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00480001430.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00481000916.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,
img_qh_test1A_00482005530.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00483000471.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00484008588.jpg,ShortSleeve,Solidcolor,Long,,,1,1,,,,,,,
img_qh_test1A_00485001958.jpg,LongSleeve,Solidcolor,Short,,,1,,1,,,,,,
img_qh_test1A_00486000996.jpg,LongSleeve,Solidcolor,Short,,,,,,,1,,,,
img_qh_test1A_00487000611.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00488003506.jpg,LongSleeve,multicolour,Long,,,,,,,,,1,,
img_qh_test1A_00489006504.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00490006394.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,,
img_qh_test1A_00491001147.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00492005130.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,1,,
img_qh_test1A_00493004879.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00494007695.jpg,LongSleeve,multicolour,Long,1,,,,1,,,,,,
img_qh_test1A_00495005671.jpg,LongSleeve,multicolour,Long,,,,,1,,,,,,
img_qh_test1A_00496004104.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00497008678.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00498007348.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00499002476.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,,
img_qh_test1A_00500003047.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00501002028.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00502004980.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00503004283.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00504004215.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_test1A_00505007050.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00506007914.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00507008403.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00508000612.jpg,LongSleeve,multicolour,Short,1,,1,,,,,,,,
img_qh_test1A_00509008471.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00510008704.jpg,LongSleeve,multicolour,Long,,,,,1,,,,,1,
img_qh_test1A_00511008969.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00512004856.jpg,LongSleeve,Solidcolor,Short,1,,,,1,,,,,,
img_qh_test1A_00513003189.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00514001965.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,1,
img_qh_test1A_00515009275.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,,
img_qh_test1A_00516007243.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00517006107.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00518005990.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00519000906.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00520001755.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_test1A_00521003222.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00522008308.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00523006908.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00524001349.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00525007068.jpg,LongSleeve,Solidcolor,Short,,,,,,,1,,,,
img_qh_test1A_00526001691.jpg,LongSleeve,multicolour,Long,1,,,,1,,,,,,
img_qh_test1A_00527002762.jpg,LongSleeve,multicolour,Short,,,,,1,,,,,1,
img_qh_test1A_00528001213.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00529000922.jpg,LongSleeve,multicolour,Long,1,,,,1,,,,,1,
img_qh_test1A_00530003240.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00531000865.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00532005419.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00533005758.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00534009422.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_test1A_00535005555.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00536008353.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00537007104.jpg,ShortSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00538005816.jpg,LongSleeve,multicolour,Short,1,,1,,,,,,,,
img_qh_test1A_00539001065.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00540006205.jpg,LongSleeve,Solidcolor,Long,,,,,,,,1,,,
img_qh_test1A_00541002835.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00542007890.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00543004510.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_test1A_00544000375.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00545008526.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_test1A_00546008480.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00547003143.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00548003111.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00549006481.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,,
img_qh_test1A_00550005133.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00551003913.jpg,LongSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_test1A_00552003781.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00553005327.jpg,LongSleeve,multicolour,middle,1,1,,,,,,,,1,
img_qh_test1A_00554001508.jpg,LongSleeve,lattice,Short,1,,,,,,,,,1,
img_qh_test1A_00555006823.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00556005376.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_test1A_00557006667.jpg,LongSleeve,Solidcolor,Short,,,,1,,,,,,,
img_qh_test1A_00558008356.jpg,LongSleeve,multicolour,Short,1,,1,,,,,,,,
img_qh_test1A_00559004920.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00560005690.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00561004123.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00562000474.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00563001647.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00564004028.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00565007270.jpg,LongSleeve,lattice,Short,1,,,,,,,,,,
img_qh_test1A_00566009488.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00567004133.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,,
img_qh_test1A_00568007624.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00569006135.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,1,,
img_qh_test1A_00570007693.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00571009244.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,
img_qh_test1A_00572009935.jpg,LongSleeve,multicolour,Long,1,,1,,,,,,,,
img_qh_test1A_00573001501.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00574009189.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00575006101.jpg,ShortSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_test1A_00576007146.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_test1A_00577000185.jpg,LongSleeve,lattice,Long,1,,,,,,,,,1,
img_qh_test1A_00578003072.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00579002059.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_test1A_00580007908.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_test1A_00581005262.jpg,ShortSleeve,multicolour,Short,,,1,,,,,,,,
img_qh_test1A_00582003584.jpg,LongSleeve,multicolour,Long,1,,,,,,,,,1,
img_qh_test1A_00583007400.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_test1A_00584004685.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_test1A_00585001784.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00586004751.jpg,LongSleeve,multicolour,Short,1,,,,1,,,,,1,
img_qh_test1A_00587003077.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_test1A_00588006122.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_test1A_00589000575.jpg,LongSleeve,multicolour,Short,1,,,,,,,,,1,
img_qh_test1A_00590003174.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
